tweet_id,created_at,text,polarity,subjectivity,sentiment,companies_mentioned,analysis_date,created_date
1885910831139086557,2025-02-02 04:39:15+00:00,"@PressSec @WhiteHouse We're all out to get you muppets fucking obviously because you've been naughty @realDonaldTrump @jacindaardern
@NZParliament @WhiteHouse 
@chrishipkins @chrisluxonmp @elonmusk @CIA @nzpolice @FBI @Google @finkd @CNN @BBC @NobelPrize  @SenateGOP @UKParliament  @1NewsNZ @nzherald.",0.0,0.7,Neutral,@Google,2025-02-01 23:45:02.402673,2025-02-02
1885910706161176637,2025-02-02 04:38:45+00:00,@DIZZ_NH @Google I suggest you contact fix_with_matt on Instagram he will help you out on your account issues and recovery.,0.4019,0.0,Positive,@Google,2025-02-01 23:45:02.402797,2025-02-02
1885910698783383576,2025-02-02 04:38:43+00:00,@rhydhimma @Samsung No. Humanoid. Balls can’t do shit,-0.7003,0.8,Negative,@Samsung,2025-02-01 23:45:02.402915,2025-02-02
1885910666663354434,2025-02-02 04:38:36+00:00,"@Apple 20 Judgment 🎺
I am close to Lugosi 🧛🏻‍♂️ https://t.co/VH1weogBfB",0.0,0.0,Neutral,@Apple,2025-02-01 23:45:02.403041,2025-02-02
1885910580806156792,2025-02-02 04:38:15+00:00,"The photos app @Apple If I am saving a photo right now, why wouldn’t you just place it at the front? What is the point of throwing it back to its date? Do you need a product manager? 😥",0.0,0.26785714285714300,Neutral,@Apple,2025-02-01 23:45:02.403249,2025-02-02
1885910547201421697,2025-02-02 04:38:07+00:00,"@Kermitdaftfrog That's your opinion which no one fuckin cares about kid. You're the one console warring. The original pony comment obviously triggered you. Just do us all a favor including @Microsoft and enjoy Horizon 5 because ALL the forzas ""trump"" (stupid word btw) the GTs. See that's mine",0.7269,0.6875,Positive,@Microsoft,2025-02-01 23:45:02.403499,2025-02-02
1885910148063076477,2025-02-02 04:36:32+00:00,"@PressSec @WhiteHouse Everyone criticizes the government because we're all terrorists @jacindaardern @facebook
@NZParliament @WhiteHouse 
@chrishipkins @chrisluxonmp @elonmusk @CIA @nzpolice @FBI @Google @finkd @CNN @BBC @NobelPrize  @SenateGOP @UKParliament @RoyalFamily @1NewsNZ @nzherald @NZStuff",-0.7579,0.0,Negative,@Google,2025-02-01 23:45:02.403675,2025-02-02
1885910143860105439,2025-02-02 04:36:31+00:00,@flowersslop Like @samsung's ballie or Amazon's Astro?,0.3612,0.0,Positive,@Samsung,2025-02-01 23:45:02.403767,2025-02-02
1885910002017464360,2025-02-02 04:35:57+00:00,@sarahzorah @Microsoft or perhaps an opportunity for MAIcrosoft Klippy,0.4215,0.0,Positive,@Microsoft,2025-02-01 23:45:02.403847,2025-02-02
1885909796119081077,2025-02-02 04:35:08+00:00,"@PressSec @WhiteHouse Hey if Hamas have got an account you should cancel it that will fuck those terrorists up @facebook @jacindaardern
@NZParliament @WhiteHouse 
@chrishipkins @chrisluxonmp @elonmusk @CIA @nzpolice @FBI @Google @finkd @CNN @BBC @NobelPrize @UN @SenateGOP @RoyalFamily @1NewsNZ",-0.8625,0.6,Negative,@Google,2025-02-01 23:45:02.404029,2025-02-02
1885909501041356892,2025-02-02 04:33:58+00:00,"🚨🚨 @OpenAI founder and CEO @sama has acknowledged that @deepseek_ai has narrowed the its lead in the artificial intelligence segment, and said that the @Microsoft-backed #company’s closed-source approach to #AI development has been a #misstep.",0.4767,1.0,Positive,@Microsoft,2025-02-01 23:45:02.404241,2025-02-02
1885909283113763180,2025-02-02 04:33:06+00:00,@SlothyBearr @HitboTC @IndianaJones @Microsoft @XboxGamePassPC @Xbox I swear LOL I killed all the bad guys didn’t I?!,-0.7148,0.45555555555555600,Negative,@Microsoft,2025-02-01 23:45:02.404390,2025-02-02
1885909198032056348,2025-02-02 04:32:45+00:00,@JasonMason1091 @DAMNEDKING_1 @Swagg @Activision @Microsoft You’re out of your fucking mind if you think people are sticking around another season of this shit,-0.6428,0.8,Negative,@Microsoft,2025-02-01 23:45:02.404540,2025-02-02
1885909060563738832,2025-02-02 04:32:13+00:00,@HitboTC @IndianaJones @Microsoft @XboxGamePassPC @Xbox When @emilyteriyaki decides to kill your entire squad on accident in BG3 😅🤣🤣,-0.8316,0.625,Negative,@Microsoft,2025-02-01 23:45:02.404685,2025-02-02
1885908755096691168,2025-02-02 04:31:00+00:00,@HoudiniFont @Microsoft Message a certified cybersecurity expert @wrldcyberexpert for assistance and immediate response he would help you recover your hacked account,0.0,0.0,Neutral,@Microsoft,2025-02-01 23:45:02.404801,2025-02-02
1885908441279217801,2025-02-02 04:29:45+00:00,"@Google 
Sir 
I have a new  business idea for Google 
Every day income 100cr",0.0,0.45454545454545500,Neutral,@Google,2025-02-01 23:45:02.404971,2025-02-02
1885908407334633962,2025-02-02 04:29:37+00:00,"@JioCare @reliancejio When do we expect the RCS Message activation for IPhone?
@Apple @AppleSupport Can you please help us with the RCS Messages?",0.6553,0.0,Positive,@Apple,2025-02-01 23:45:02.405082,2025-02-02
1885908253231788298,2025-02-02 04:29:00+00:00,@Apple Will there be any offer on 5G mobile?,0.0,0.0,Neutral,@Apple,2025-02-01 23:45:02.405160,2025-02-02
1885908176916398366,2025-02-02 04:28:42+00:00,@GoogleIndia @Google @Meta @AIatMeta @facebook @InstagramComms India is a country of good tradition where shame is the greatest jewel. Please don't broadcast this type videos in India. 👇which is obscene.... https://t.co/Rn2RB6eOw1,0.8316,0.8,Positive,@Google,2025-02-01 23:45:02.405342,2025-02-02
1885908043424030727,2025-02-02 04:28:10+00:00,"@smaidrys @Google Hey 👋 I have promoted 1000+ pumpfun projects to date. I would like to promote your project on my x account , my tg channel and my tiktok account . Follow me or send me message for more details 📩",0.7845,0.5,Positive,@Google,2025-02-01 23:45:02.405527,2025-02-02
1885907736187289975,2025-02-02 04:26:57+00:00,"@Samsung  reported financial results for the fourth quarter and the fiscal year 2024.

The Company posted KRW 75.8 trillion in consolidated revenue and KRW 6.5 trillion in operating profit in the quarter ended December 31, 2024. For the full year, it reported KRW 300.9 trillion… https://t.co/1OJhKFTS9i https://t.co/jBFKJsWgZJ",0.4404,0.18333333333333300,Positive,@Samsung,2025-02-01 23:45:02.405766,2025-02-02
1885907313829073077,2025-02-02 04:25:16+00:00,"@Apple The irony 🚨📰🗽⏰💥🍺
747 ✈️ 
usb 🔌 
Mavis/Selena 🦇
am ⭐️ Morning Star 👰🏻‍♀️
Izabel 💃🏻 https://t.co/9m4IXtw3yy",-0.0516,0.0,Negative,@Apple,2025-02-01 23:45:02.405918,2025-02-02
1885907262973054993,2025-02-02 04:25:04+00:00,"I’ve spent the evening researching which American companies to drop. If your company or a senior official donated to Trump, his campaign, or his inauguration, it may take me a while but you’re out.

Farewell, my uglies.

@Meta, @Amazon, @Google, @Microsoft, @Apple, @Uber, @OpenAI",-0.6757,0.05,Negative,"@Apple, @Google, @Microsoft",2025-02-01 23:45:02.406145,2025-02-02
1885907152969015492,2025-02-02 04:24:38+00:00,"@Megaconstellati @Starlink @TMobile @Apple @inemesitaffia Remember.....

""Imposing the inefficient out-of-band emissions limit to operations in the PCS G Block would effectively halve the signal in clear sky conditions before considering common losses such as foliage, weather, and penetration through buildings and from inside cars. The… https://t.co/6FANPFzwjo",-0.128,0.5458333333333330,Negative,@Apple,2025-02-01 23:45:02.406365,2025-02-02
1885907102792917194,2025-02-02 04:24:26+00:00,"@realDonaldTrump @PressSec Fuck dude you've got a hot assistant well done @realDonaldTrump! 
@jacindaardern @Harvard
@NZParliament @WhiteHouse 
@chrishipkins @chrisluxonmp @elonmusk @CIA @nzpolice @FBI @Google @finkd @CNN @BBC @NobelPrize  @SenateGOP @UKParliament @RoyalFamily @1NewsNZ @nzherald @NZStuff",-0.4003,0.7250000000000000,Negative,@Google,2025-02-01 23:45:02.406539,2025-02-02
1885907023289897081,2025-02-02 04:24:07+00:00,"My money got debited but the item didn't arrive which I have paid for now google play is declining to refund. Please help 
I want refund 
My order id - GPA.3302-6597-5469-49671
@GooglePlay 
@Google",0.8765,0.0,Positive,@Google,2025-02-01 23:45:02.406673,2025-02-02
1885907020177617205,2025-02-02 04:24:06+00:00,"Limited-time deal: EOX E2 Electric Scooter for Adults | Non RTO EV Bike with 60-80Km Range, Waterproof Motor, 32AH 60V Graphene Battery, Tubeless Tyre, Reverse Mode (Tri Color) https://t.co/snekDUs4l1 #Amazon via @Amazon #SachinTendulkar @Google @GoogleIndia",0.0,0.0,Neutral,@Google,2025-02-01 23:45:02.406847,2025-02-02
1885906869153366295,2025-02-02 04:23:30+00:00,"For @Apple controlling the whole ecosystem from HW to iOS to MacOS to App Store to identity/authX to other iCloud applications and services, (1) things are brittle as hell and (2) @AppleSupport folks just flail about",-0.6808,0.3875,Negative,@Apple,2025-02-01 23:45:02.407005,2025-02-02
1885906696687829304,2025-02-02 04:22:49+00:00,"@Apple Very rude behaviour from staff never disappointed before , very unprofessional ,worst experience ever from (Shop Number 9,Club complex,Mahatma Gandhi Main Rd,Ranchi, Jharkhand 834001)..",-0.8559,0.6326666666666670,Negative,@Apple,2025-02-01 23:45:02.407144,2025-02-02
1885906654903910846,2025-02-02 04:22:39+00:00,"Hey @Samsung I was using S-Pen with my S24 ultra and I was wondering if you could add a small microphone in S-Pen it would be very useful especially to content creators while shooting videos with end users. 

#Samsung  #s24ultra #spen",0.4927,0.4666666666666670,Positive,@Samsung,2025-02-01 23:45:02.407327,2025-02-02
1885906479275712694,2025-02-02 04:21:57+00:00,"Shane Starnes short

The @Samsung Galaxy S25 Ultra Is Super Powerful! @snapdragon 8 Elite https://t.co/c2pv8CtsNE via @YouTube",0.7901,0.6555555555555560,Positive,@Samsung,2025-02-01 23:45:02.407454,2025-02-02
1885906220168495585,2025-02-02 04:20:55+00:00,"Ooh, @Google, so wrong. https://t.co/EJI2p63C9J",-0.6113,0.9,Negative,@Google,2025-02-01 23:45:02.407531,2025-02-02
1885906200450986485,2025-02-02 04:20:51+00:00,"Apple TV has the longest load time of any app I’ve ever seen - @Apple y’all need to do something about it, it’s actually embarrassing",-0.3818,0.1,Negative,@Apple,2025-02-01 23:45:02.407678,2025-02-02
1885906055605129490,2025-02-02 04:20:16+00:00,@sierracatalina1 @Apple Android traitor paying the price,0.0,0.0,Neutral,@Apple,2025-02-01 23:45:02.407745,2025-02-02
1885905828378706380,2025-02-02 04:19:22+00:00,"@Google @GoogleIndia @sundarpichai So, you guys have basically screwed a phones' battery through an update and offered a free replacement, which in reality is not free and ask the customers to pay for it?",0.4588,0.8,Positive,@Google,2025-02-01 23:45:02.407883,2025-02-02
1885905792815317130,2025-02-02 04:19:14+00:00,"@Google Dear google team my gmail has two step verification because recovery email is included second otp goes to that gmail that's why i can't recover my gmail
Recovery Gmail :- aerynkumar@gmail.com https://t.co/O8iyEPPXN8",0.3818,0.0,Positive,@Google,2025-02-01 23:45:02.408022,2025-02-02
1885905746354930043,2025-02-02 04:19:03+00:00,@UndergroundBnkr @JMW5424 @Google Basically will have to,0.0,0.0,Neutral,@Google,2025-02-01 23:45:02.408090,2025-02-02
1885905666457706705,2025-02-02 04:18:43+00:00,"All devices I have are from Apple so they’re connected by bluetooth or something, and when someone calls me they all boop at the same time as if someone broke into a bank it’s so noisy and annoying fix it @Apple",-0.7909,0.5125,Negative,@Apple,2025-02-01 23:45:02.408263,2025-02-02
1885905336735051932,2025-02-02 04:17:25+00:00,@Ajaxjacksss @nizam_sp @rao_seema @Google @Rolie @ShayneMathews 40million usd,0.0,0.0,Neutral,@Google,2025-02-01 23:45:02.408340,2025-02-02
1885905172490068254,2025-02-02 04:16:46+00:00,@13beltran13 @RadioGenoa You should STFU &amp; watch the whole of Europe and America become African and Muslims. @elonmusk company is the cause of conflict in east DRC because they loot its resources for his electric cars&amp; so  is @Apple . But the average white is stupid &amp; uneducated so u wouldn’t know shit,-0.9108,0.43333333333333300,Negative,@Apple,2025-02-01 23:45:02.408566,2025-02-02
1885905114197852584,2025-02-02 04:16:32+00:00,"@johnkrausphotos @elonmusk Tiktok doesn't stall every second and it's got live feeds all I'm doing on your shit is typing and it hardly let's me do fucking that what the fuck Elon Musk @elonmusk? @X @Google
@jacindaardern
@NZParliament @WhiteHouse 
@chrishipkins @chrisluxonmp  @CIA @nzpolice @FBI",-0.7585,0.5402777777777780,Negative,@Google,2025-02-01 23:45:02.409386,2025-02-02
1885905013370695770,2025-02-02 04:16:08+00:00,I told @Apple I don’t want a update lol lmao 😂,0.7906,0.85,Positive,@Apple,2025-02-01 23:45:02.409490,2025-02-02
1885904951546724498,2025-02-02 04:15:53+00:00,@Apple how do you screw up Physcal sim settings where I can't access the Cellular physical setting on a M1 iPad pro 11 inch to even switch to that sim I have to eject it and reinsert it I'm missing real sim settings on ios 18.3 fix this that's bad you screwing people of SIM,-0.7906,0.28988095238095200,Negative,@Apple,2025-02-01 23:45:02.409697,2025-02-02
1885904798245134775,2025-02-02 04:15:16+00:00,iPhone 16 plus worst ever mobile 90k mobile not working ... anyone explain this problem  !!! Service centre even bad in coimbatore no response ... @Apple @AppleSupport https://t.co/siqhkYPYBR,-0.93,0.8333333333333330,Negative,@Apple,2025-02-01 23:45:02.409863,2025-02-02
1885904581508665580,2025-02-02 04:14:25+00:00,@Samsung Screens OLED laptop from $25 For students to $7500 and professional gamers,0.0,0.1,Neutral,@Samsung,2025-02-01 23:45:02.409964,2025-02-02
1885904394970882419,2025-02-02 04:13:40+00:00,@hotcyphers @Google Planche. Or plank... 👋,0.0,0.0,Neutral,@Google,2025-02-01 23:45:02.410057,2025-02-02
1885904347546140871,2025-02-02 04:13:29+00:00,"@chrisluxonmp This is ridiculous it's not my connection it's your fucking app its shit @elonmusk? 
@jacindaardern
@NZParliament @WhiteHouse 
@chrishipkins @chrisluxonmp @elonmusk @CIA @nzpolice @FBI @Google @finkd @CNN @BBC @NobelPrize @UN @SenateGOP @UKParliament @RoyalFamily @1NewsNZ @X",-0.7479,0.8666666666666670,Negative,@Google,2025-02-01 23:45:02.410237,2025-02-02
1885904332895162594,2025-02-02 04:13:26+00:00,"@chunvn8888 Probably cost cutting..

@Samsung is loosing the identities of their durability against the cost cutting.

This is insane and now they are loosing the customer as well due to SPen removal.

They are removing the the awesome features year by year.. 

HOPE THEY WILL GET OUT THIS… https://t.co/QJ7JCn2Op5",0.7672,0.835,Positive,@Samsung,2025-02-01 23:45:02.410457,2025-02-02
1885904256491778119,2025-02-02 04:13:07+00:00,"@Google Dear google team my gmail has two step verification because recovery email is included second otp goes to that gmail that's why i can't recover my gmail
Recovery Gmail :- vishalchandra9559@gmail.com https://t.co/UhVwLgq8Uw",0.3818,0.0,Positive,@Google,2025-02-01 23:45:02.410599,2025-02-02
1885903972571226444,2025-02-02 04:12:00+00:00,"@chrisluxonmp I was educated back when they taught people how to not be mentally ill @chrisluxonmp? 
@jacindaardern @Harvard
@NZParliament @WhiteHouse 
@chrishipkins  @elonmusk @CIA @nzpolice @FBI @Google @finkd @CNN @BBC @NobelPrize @SenateGOP @UKParliament @RoyalFamily @1NewsNZ @nzherald",0.3252,0.5,Positive,@Google,2025-02-01 23:45:02.410765,2025-02-02
1885903958943678968,2025-02-02 04:11:56+00:00,"@francoisfleuret @nvidia Making memory is hard. Mem did not scale well. And, half of the cost of H100 is its memory chiplet. You think NVDA is selling GPUs, they are actually memory resellers.",-0.2991,0.26944444444444400,Negative,@NVIDIA,2025-02-01 23:45:02.410919,2025-02-02
1885903858108670407,2025-02-02 04:11:32+00:00,"Snapchat removed my pic I posted for them from my own personal camera roll on my @Apple iphone just like Rihanna. Obama LA Mac 💻 
IF YOU’RE READING THIS IT’S TOO LATE 🚨📰🗽",0.3612,0.6333333333333330,Positive,@Apple,2025-02-01 23:45:02.411094,2025-02-02
1885903732677701655,2025-02-02 04:11:02+00:00,@AFR0ninja42O @Google Google blitz? How come?,0.0,0.0,Neutral,@Google,2025-02-01 23:45:02.411169,2025-02-02
1885903466184261907,2025-02-02 04:09:59+00:00,@rides_unicorn @Apple I want it to work.,0.0772,0.0,Positive,@Apple,2025-02-01 23:45:02.411237,2025-02-02
1885903361511199064,2025-02-02 04:09:34+00:00,"@Google  Dear google team my gmail has two step verification because recovery email is included second otp goes to that gmail that's why i can't recover my gmail
Recovery Gmail :- vishalchandra9559@gmail.com",0.3818,0.0,Positive,@Google,2025-02-01 23:45:02.411369,2025-02-02
1885903360542519475,2025-02-02 04:09:34+00:00,"BIGGEST SCAM IN INDIA 
@Apple @Zopper_IN @hiddengemsindia this three company harassed me continuously! Fraud coustomer service always not responding! 
      Actor (fanpage)",-0.9234,0.0,Negative,@Apple,2025-02-01 23:45:02.411477,2025-02-02
1885903343526072811,2025-02-02 04:09:30+00:00,"Samsung Galaxy S25 Ultra Nillkin CarboProp Case Giveaway. eSIM Studios YouTube Channel Livestream at 2pm CST Sunday February 2, 2025

https://t.co/RDxkVzyqFo

 @NillkinOfficial   #nillkin
 #nillkincase @samsung @samsungmobile @samsungus https://t.co/SDCKF9LtTk",0.0,0.0,Neutral,@Samsung,2025-02-01 23:45:02.411649,2025-02-02
1885903321203974256,2025-02-02 04:09:24+00:00,// @Google @GooglePixel_US I just wanted you to know because of the orange sack of shit. I have decided not to purchase my new pixel phone. I will no longer support you financially. This is due to the tariffs imposed on Canada by an insane person! https://t.co/sF9Tq87frR,-0.75,0.525909090909091,Negative,@Google,2025-02-01 23:45:02.411838,2025-02-02
1885902903677976913,2025-02-02 04:07:45+00:00,@HDFCERGOGIC @Zopper_IN @Apple in India selling apple watch but it's free Campion but it's not free! ACTUALLY FREE BOLKE LOGO SE AMOUNT HARAP RAHA HAIN! ALMOST SAB COUSTOMER KO AMOUNT NAHI DE RAHA HAIN ! SAB COUSTOMER KO HARASSMENT MAIN DAL CHUKA HAIN ABB MAHINE KA 8K KAISE DEGA?,-0.4926,0.6833333333333340,Negative,@Apple,2025-02-01 23:45:02.412032,2025-02-02
1885902897742750141,2025-02-02 04:07:43+00:00,@PhilregS83389 @GoogleCloudTech @nvidia I guess they’re saving the best for last .,0.6369,0.18333333333333300,Positive,"@NVIDIA, @Google",2025-02-01 23:45:02.412138,2025-02-02
1885902803303813187,2025-02-02 04:07:21+00:00,"Samsung Galaxy S25 Ultra Nillkin CarboProp Case Giveaway. eSIM Studios YouTube Channel Livestream at 2pm CST Sunday February 2, 2025

 @NillkinOfficial   #nillkin
 #nillkincase @samsung @samsungmobileusa @samsungmobile @samsungus https://t.co/GAS0JnnKJQ",0.0,0.0,Neutral,@Samsung,2025-02-01 23:45:02.412306,2025-02-02
1885902529453572529,2025-02-02 04:06:16+00:00,"@NGamerStudio @nvidia @intel @AMD Case:
@GamersNexus Vs @nvidia
https://t.co/n2F5YOTEVe",0.0,0.0,Neutral,@NVIDIA,2025-02-01 23:45:02.412388,2025-02-02
1885901873737347570,2025-02-02 04:03:39+00:00,"@Google why are you accommodating an idiot like Trump. Leave the Gulf of Mexico name stand. We will be the only country led by a moron who will use the new unnecessary stupid name. 
 @realDonaldTrump have the power do moronic 
https://t.co/YDFlYPiU5z",-0.9062,0.859090909090909,Negative,@Google,2025-02-01 23:45:02.412553,2025-02-02
1885901637182455857,2025-02-02 04:02:43+00:00,Drinking some Pepsi @Apple,0.0,0.0,Neutral,@Apple,2025-02-01 23:45:02.412612,2025-02-02
1885901510913270000,2025-02-02 04:02:13+00:00,"@nizam_sp @Google What an inspirational story, sir !!",0.5972,1.0,Positive,@Google,2025-02-01 23:45:02.412687,2025-02-02
1885901432647250108,2025-02-02 04:01:54+00:00,"""#Gemini 2.0 Flash is finally ready for prime time
@Google removes the 'experimental' label from its latest #AI model.""
 https://t.co/yvWAfcZP8p.",0.3612,0.6,Positive,@Google,2025-02-01 23:45:02.412825,2025-02-02
1885901411247866032,2025-02-02 04:01:49+00:00,"@sierracatalina1 @Apple Works great for me….
I don’t know. ….",0.6249,0.75,Positive,@Apple,2025-02-01 23:45:02.413022,2025-02-02
1885901184621502555,2025-02-02 04:00:55+00:00,@Google I have tried almost everything from my end. I beg google to help me. Or please remove two step verification so that I can recover my gmail password through my phone number. Please please please🙏,0.836,0.0,Positive,@Google,2025-02-01 23:45:02.413156,2025-02-02
1885901082167230741,2025-02-02 04:00:30+00:00,"@SamsungIndia I placed an order in @SamsungIndia App for a 2025 model washing machine. And received the 2024 mode.BEWARE of #SamsungShop. Connected to @SamsungIndia , they simple denied the complaint without evidence. Shame on @Samsung @CEOofSamsung  @amazonIN @TOIIndiaNews @TOIBengaluru https://t.co/Km87JV5mtO",-0.3707,0.2785714285714290,Negative,@Samsung,2025-02-01 23:45:02.413321,2025-02-02
1885901059983352154,2025-02-02 04:00:25+00:00,@Apple could you please update the AirPods Max to receive lossless via usbc? Is this something in the works. That’s the only thing stopping me from getting a pair,0.1779,1.0,Positive,@Apple,2025-02-01 23:45:02.413445,2025-02-02
1885900957864563004,2025-02-02 04:00:01+00:00,@Google Gemini reimagines smart home management with its advanced AI features. #AI #SmartHome #Innovation | @TechRadar https://t.co/Elv2wkg7FJ,0.5719,0.6214285714285710,Positive,@Google,2025-02-01 23:45:02.413539,2025-02-02
1885900869809688786,2025-02-02 03:59:40+00:00,"After the iOS 18.3 update, the device’s battery efficiency has improved significantly.

@Apple 🔥",0.6808,0.875,Positive,@Apple,2025-02-01 23:45:02.413652,2025-02-02
1885900819184152811,2025-02-02 03:59:28+00:00,@Apple put Tik tok back on the App Store so I can get it on my new phone dicks,0.0,0.22727272727272700,Neutral,@Apple,2025-02-01 23:45:02.413734,2025-02-02
1885900752876691577,2025-02-02 03:59:12+00:00,"@SamsungIndia I placed an order in @SamsungIndia App for a 2025 model washing machine. And received the 2024 mode.BEWARE of #SamsungShop. Connected to @SamsungIndia , they simple denied the complaint without evidence. Shame on @Samsung @CEOofSamsung  @amazonIN @TOIIndiaNews @TOIBengaluru https://t.co/OmXoT2onCr",-0.3707,0.2785714285714290,Negative,@Samsung,2025-02-01 23:45:02.413893,2025-02-02
1885900718286258567,2025-02-02 03:59:04+00:00,What pisses me off about @NVIDIAGeForce @nvidia  rtx 5090 fiasco is that you sign up on their site for notifications when the card will be available and they never sent notice. Not that it would have helped since they obviously don't give two shits who buys their cards.,-0.4847,0.45,Negative,@NVIDIA,2025-02-01 23:45:02.414053,2025-02-02
1885900450966495461,2025-02-02 03:58:00+00:00,@Google I've been trying for a long time. I am begging Google pls help me. I have been using This  email almost for that last 13 years. Please remove two step verification and let me recover my gmail through my phone number.,0.6808,0.23333333333333300,Positive,@Google,2025-02-01 23:45:02.414204,2025-02-02
1885900301728674014,2025-02-02 03:57:24+00:00,"@FrankLuntz you guys are a bit lost, you hold on to the last news bite and just walk past the old ones. Worry more about Gaza and the cooking. The dollar in the hand of the Hamas terrorist while looking on his watch. Listen billionairs it's time we lock you up @elonmusk @Apple",-0.7717,0.25416666666666700,Negative,@Apple,2025-02-01 23:45:02.414373,2025-02-02
1885900290932519226,2025-02-02 03:57:22+00:00,"@nvidia zerohedge
@zerohedge
·
19m
*CHINA VOWS (US tariff) COUNTERACTIVE MEASURES, WILL FILE LAWSUIT TO WTO",-0.3885,0.0,Negative,@NVIDIA,2025-02-01 23:45:02.414473,2025-02-02
1885900156081455158,2025-02-02 03:56:50+00:00,"@nvidia 
zerohedge
@zerohedge
·
19m
*CHINA VOWS (US tariff) COUNTERACTIVE MEASURES, WILL FILE LAWSUIT TO WTO",-0.3885,0.0,Negative,@NVIDIA,2025-02-01 23:45:02.414570,2025-02-02
1885899958404214825,2025-02-02 03:56:03+00:00,@grahammcbain @Microsoft your move,0.0,0.0,Neutral,@Microsoft,2025-02-01 23:45:02.414621,2025-02-02
1885899758625259715,2025-02-02 03:55:15+00:00,"@SamMobiles I placed an order in @SamsungIndia App for a 2025 model washing machine. And received the 2024 mode.BEWARE of #SamsungShop. Connected to @SamsungIndia , they simple denied the complaint without evidence. Shame on @Samsung @CEOofSamsung  @amazonIN @TOIIndiaNews @TOIBengaluru https://t.co/FnoO1u6hW0",-0.3707,0.2785714285714290,Negative,@Samsung,2025-02-01 23:45:02.414779,2025-02-02
1885899334530863267,2025-02-02 03:53:34+00:00,"@SamsungIndia I placed an order in @SamsungIndia App for a 2025 model washing machine. And received the 2024 mode.BEWARE of #SamsungShop. Connected to @SamsungIndia , they simple denied the complaint without evidence. Shame on @Samsung @CEOofSamsung  @amazonIN @TOIIndiaNews @TOIBengaluru https://t.co/vvPuvhPkWS",-0.3707,0.2785714285714290,Negative,@Samsung,2025-02-01 23:45:02.414936,2025-02-02
1885899171145908503,2025-02-02 03:52:55+00:00,@realDonaldTrump @Apple and this week I’m cancelling every service I subscribe to from Apple after being a consumer since 1995 of hardware and services since mobileme. I won’t be giving any US company a cent that I don’t have to until this BS is over with. @netflix @paramountplus,0.1531,0.0,Positive,@Apple,2025-02-01 23:45:02.415126,2025-02-02
